Attendance (%),Study Hours (per day),Assignment Score,Previous GPA,Participation Level,Internet Usage (hrs/day),Sleep Hours,Family Support Index,Extra Curricular,Final Exam Score,Pass/Fail,Performance Category
79.34,7.03,56.11,6.04,High,7.48,7.25,6,Yes,100.0,Pass,High
87.27,6.93,57.25,7.04,Medium,1.78,4.58,7,Yes,100.0,Pass,High
71.58,7.43,79.41,4.97,High,5.17,6.68,10,Yes,100.0,Pass,High
56.38,2.77,98.11,7.95,High,2.57,6.19,10,Yes,99.66,Pass,High
64.19,6.29,76.22,9.99,High,4.04,5.34,8,Yes,100.0,Pass,High
68.15,4.22,44.62,6.71,High,1.16,7.02,9,No,100.0,Pass,High
82.3,6.89,44.54,6.13,High,4.6,8.36,4,No,96.7,Pass,High
78.54,6.1,97.09,6.4,High,5.95,8.99,5,Yes,100.0,Pass,High
67.8,6.44,57.84,4.69,Medium,6.58,7.04,5,No,81.06,Pass,High
99.33,5.59,45.52,9.3,High,6.97,6.02,8,No,100.0,Pass,High
80.29,2.24,75.94,6.49,Low,8.53,5.13,9,No,72.28,Pass,Medium
61.86,4.82,77.42,6.32,Medium,2.94,5.29,7,No,93.57,Pass,High
55.09,7.89,78.91,7.96,Low,2.08,6.4,5,No,100.0,Pass,High
57.64,7.56,56.04,6.65,High,8.66,5.84,3,No,87.17,Pass,High
62.3,1.3,40.91,7.89,Low,2.41,8.57,1,No,66.81,Pass,Medium
58.03,2.15,97.9,4.37,High,9.77,5.84,9,Yes,75.22,Pass,High
59.33,1.92,55.05,8.88,High,8.58,5.87,5,Yes,69.9,Pass,Medium
64.25,6.08,80.56,9.64,Medium,5.51,5.92,9,Yes,100.0,Pass,High
58.67,6.72,82.4,7.89,Medium,9.83,8.18,10,No,100.0,Pass,High
94.84,2.49,76.6,9.73,High,1.88,7.25,4,No,99.97,Pass,High
54.01,4.54,58.77,4.91,Medium,3.73,7.07,5,Yes,83.35,Pass,High
76.23,6.88,56.27,6.86,Low,6.74,5.67,4,No,87.28,Pass,High
70.52,6.13,75.86,7.61,Medium,4.15,8.09,2,No,96.58,Pass,High
99.12,4.8,91.97,7.49,Medium,9.36,4.19,1,Yes,83.81,Pass,High
55.6,5.13,96.8,6.41,Low,1.59,8.35,8,Yes,99.08,Pass,High
69.89,4.56,46.35,6.03,Medium,5.94,6.56,4,Yes,71.74,Pass,Medium
98.47,3.08,49.29,4.76,High,6.32,5.99,5,No,77.05,Pass,High
93.28,4.96,96.68,6.35,Low,6.87,6.49,6,No,90.71,Pass,High
90.85,5.82,84.19,4.98,High,3.3,7.34,8,No,100.0,Pass,High
62.9,7.11,92.98,8.41,Low,4.28,4.06,8,Yes,100.0,Pass,High
58.54,5.45,52.16,5.25,High,8.59,8.36,7,Yes,88.19,Pass,High
83.43,6.33,75.26,4.35,High,2.75,6.23,4,No,94.6,Pass,High
96.47,2.12,82.07,7.31,Medium,8.44,5.71,6,Yes,76.72,Pass,High
77.84,4.23,80.81,7.57,High,6.06,4.69,4,Yes,95.15,Pass,High
78.58,1.07,64.49,9.23,Medium,7.86,6.2,7,No,69.49,Pass,Medium
64.0,2.73,40.92,7.46,Low,7.42,6.48,1,Yes,50.3,Pass,Medium
88.47,6.09,74.98,6.07,High,2.87,6.02,5,Yes,100.0,Pass,High
59.35,7.94,55.19,8.82,High,6.12,7.39,10,Yes,100.0,Pass,High
66.18,1.69,67.02,7.24,Low,8.81,6.1,10,No,60.48,Pass,Medium
71.27,3.81,97.45,4.48,Low,4.89,8.81,4,No,76.71,Pass,High
75.38,6.6,63.94,7.4,High,9.7,7.0,7,Yes,100.0,Pass,High
62.12,2.43,90.39,9.45,Low,5.07,8.04,9,No,90.86,Pass,High
55.74,4.89,51.31,6.38,Medium,2.29,4.55,5,No,76.29,Pass,High
80.53,6.13,80.35,5.78,Low,4.5,5.99,4,No,80.69,Pass,High
64.43,5.31,98.62,4.86,Low,9.57,5.68,9,Yes,85.13,Pass,High
79.06,2.32,46.11,4.91,High,3.88,6.85,5,No,76.86,Pass,High
57.72,3.49,40.5,6.6,Medium,8.81,8.31,9,Yes,76.81,Pass,High
74.06,6.49,66.01,7.57,Low,8.93,4.39,8,Yes,91.66,Pass,High
76.63,4.88,45.56,4.48,Medium,4.15,4.36,4,No,73.17,Pass,Medium
52.59,1.04,84.9,9.64,Medium,1.75,8.25,7,Yes,82.68,Pass,High
66.83,6.33,94.87,8.53,Medium,7.52,5.06,5,No,93.7,Pass,High
56.72,1.25,66.04,7.52,High,3.8,7.34,10,No,80.66,Pass,High
53.17,6.22,55.52,8.97,Low,8.05,6.71,4,Yes,84.26,Pass,High
99.5,2.42,66.06,4.48,High,4.98,8.16,5,Yes,88.13,Pass,High
66.12,7.71,83.41,6.86,Low,5.37,4.63,5,No,88.04,Pass,High
90.49,3.58,40.54,7.78,Low,8.0,4.65,9,No,80.27,Pass,High
62.73,3.29,75.37,8.97,High,4.44,6.78,9,No,96.41,Pass,High
84.08,2.04,76.8,8.7,Medium,4.99,8.73,6,No,92.46,Pass,High
88.01,3.14,78.26,5.66,Medium,4.39,6.07,4,Yes,78.14,Pass,High
79.78,7.14,54.52,9.65,Low,4.31,5.63,2,Yes,90.19,Pass,High
73.58,7.97,82.84,4.75,High,5.73,7.03,3,Yes,100.0,Pass,High
70.59,3.58,45.48,9.25,Medium,8.28,8.65,2,No,71.21,Pass,Medium
67.44,4.14,51.96,9.83,Medium,4.26,8.18,5,Yes,89.62,Pass,High
96.48,6.05,92.65,5.06,Low,5.72,8.98,6,Yes,94.89,Pass,High
91.53,7.2,84.32,8.33,Low,7.04,4.11,5,Yes,97.59,Pass,High
98.25,5.15,40.82,4.24,High,3.42,4.56,2,Yes,87.52,Pass,High
56.21,3.74,54.9,6.43,Low,3.5,7.05,5,No,73.5,Pass,Medium
86.54,3.89,52.86,7.1,Medium,9.4,8.1,9,Yes,85.58,Pass,High
96.92,5.87,56.25,7.48,Medium,7.51,5.43,4,Yes,94.33,Pass,High
59.06,1.02,54.85,9.62,Medium,6.19,5.2,10,Yes,74.32,Pass,Medium
53.32,5.34,43.75,8.03,Medium,6.83,7.93,2,Yes,79.05,Pass,High
87.06,3.49,67.54,6.89,High,1.26,4.28,3,No,88.39,Pass,High
78.72,6.56,83.96,8.86,High,6.56,5.85,3,No,100.0,Pass,High
92.09,1.65,76.4,9.7,Low,5.59,6.53,9,Yes,86.81,Pass,High
56.99,5.12,80.37,4.13,Low,5.91,6.8,4,No,70.33,Pass,Medium
89.76,4.37,44.87,9.9,Low,4.23,7.64,1,No,86.9,Pass,High
60.08,5.5,97.09,4.52,High,1.73,5.77,1,No,98.89,Pass,High
58.18,1.45,90.31,8.89,Medium,2.74,7.06,7,No,84.23,Pass,High
58.21,5.06,88.31,5.68,Low,9.56,6.93,7,Yes,79.36,Pass,High
90.73,4.93,89.38,4.79,Medium,4.68,6.74,2,No,80.59,Pass,High
83.26,4.92,95.96,6.64,Low,5.2,7.2,9,No,94.2,Pass,High
76.15,5.22,72.66,7.86,Low,1.47,5.3,9,Yes,100.0,Pass,High
67.94,5.74,52.02,6.29,Low,1.34,4.42,5,Yes,80.85,Pass,High
93.86,6.63,77.01,4.33,Low,7.45,4.6,3,Yes,84.11,Pass,High
69.62,2.89,84.57,7.6,Low,5.84,5.12,3,Yes,67.08,Pass,Medium
90.83,6.78,84.28,9.41,Medium,5.58,6.5,3,No,100.0,Pass,High
71.96,4.49,71.29,6.3,Low,3.19,8.2,6,Yes,89.77,Pass,High
68.85,1.54,44.11,5.3,Medium,7.7,7.51,4,No,62.13,Pass,Medium
73.13,1.41,62.27,6.66,High,2.51,7.95,8,No,81.55,Pass,High
65.07,3.34,95.25,4.29,Low,2.71,5.75,5,Yes,77.2,Pass,High
87.38,6.49,75.07,8.92,Medium,5.15,6.02,1,Yes,100.0,Pass,High
75.14,5.95,72.3,8.96,High,3.58,5.97,9,No,100.0,Pass,High
61.61,6.52,56.13,7.53,High,3.23,4.96,1,No,94.85,Pass,High
94.98,4.62,62.11,6.12,High,6.81,4.31,6,Yes,83.1,Pass,High
69.19,4.08,93.72,8.8,Medium,6.86,6.95,1,Yes,84.44,Pass,High
77.18,2.03,79.99,7.33,Low,8.42,8.95,3,Yes,77.63,Pass,High
95.32,3.3,87.24,8.96,Low,4.76,4.83,10,No,100.0,Pass,High
81.21,4.04,67.26,7.79,Medium,1.66,4.23,5,No,93.19,Pass,High
55.84,1.62,77.81,8.71,Low,3.46,7.9,10,Yes,77.09,Pass,High
96.99,2.54,54.9,7.59,Medium,9.82,5.26,7,No,77.06,Pass,High
81.39,5.19,82.33,6.48,Low,6.37,8.15,10,Yes,100.0,Pass,High
66.75,6.15,65.66,9.75,High,7.39,7.52,8,No,100.0,Pass,High
56.96,7.99,66.55,7.25,Low,1.07,8.73,9,No,100.0,Pass,High
89.7,7.53,78.96,7.63,Medium,5.66,6.04,6,Yes,100.0,Pass,High
81.0,5.5,96.18,5.32,Medium,1.34,7.31,9,Yes,100.0,Pass,High
76.67,3.95,43.84,7.75,High,6.12,6.32,8,Yes,90.98,Pass,High
94.69,5.45,89.48,7.43,Medium,9.29,7.15,9,No,100.0,Pass,High
89.43,6.5,57.54,5.11,Low,9.72,6.25,10,No,92.5,Pass,High
57.58,1.83,66.64,4.36,Low,5.86,4.94,4,Yes,59.2,Pass,Medium
65.59,3.87,41.31,7.63,High,5.12,6.54,9,No,94.42,Pass,High
62.42,6.88,58.06,8.58,Medium,9.51,6.64,7,Yes,88.89,Pass,High
87.2,3.69,70.16,7.14,High,7.06,8.05,5,No,87.71,Pass,High
51.68,5.0,43.37,5.36,Low,1.58,7.68,5,Yes,83.49,Pass,High
78.49,5.11,69.47,8.0,High,5.19,7.32,1,No,96.66,Pass,High
88.12,2.29,95.63,4.48,Medium,3.16,4.57,2,No,77.76,Pass,High
93.84,3.54,46.32,6.65,High,5.23,7.6,10,No,99.23,Pass,High
67.1,3.34,85.87,4.98,Medium,5.1,6.5,3,No,85.98,Pass,High
91.06,1.18,64.58,5.11,Medium,6.24,8.47,8,Yes,74.93,Pass,Medium
55.53,1.17,79.31,5.21,Low,4.21,8.6,6,No,71.19,Pass,Medium
92.32,6.82,55.61,6.32,Low,2.48,4.28,10,Yes,100.0,Pass,High
56.37,2.91,49.57,4.31,Low,5.53,8.1,5,Yes,54.53,Pass,Medium
69.86,4.63,49.63,6.39,Medium,8.47,4.19,1,Yes,64.25,Pass,Medium
89.86,3.09,44.23,7.07,High,6.98,5.84,9,Yes,85.66,Pass,High
57.5,7.58,51.14,6.9,Medium,4.05,6.71,3,No,100.0,Pass,High
61.46,2.82,79.85,6.3,Low,9.42,4.74,3,Yes,65.62,Pass,Medium
86.11,4.01,92.9,9.03,Low,9.21,7.73,2,No,84.77,Pass,High
86.0,7.11,88.85,4.87,High,2.88,4.04,4,No,100.0,Pass,High
82.06,6.89,81.11,7.03,Low,1.35,4.84,2,No,92.95,Pass,High
84.7,2.3,46.63,4.37,Low,7.67,6.9,9,No,72.79,Pass,Medium
77.14,6.62,57.35,4.43,Low,8.45,7.57,10,Yes,83.96,Pass,High
62.59,4.21,58.59,7.44,High,9.71,8.58,7,No,87.58,Pass,High
67.28,4.38,55.0,7.4,Medium,9.01,7.53,8,Yes,96.12,Pass,High
59.08,1.93,70.9,9.27,Low,6.4,7.36,3,No,64.49,Pass,Medium
95.42,1.56,72.13,7.35,High,5.77,5.97,6,No,79.74,Pass,High
79.17,6.1,61.41,9.76,Low,1.25,4.01,10,Yes,96.38,Pass,High
70.04,4.48,61.23,4.29,High,3.22,4.6,6,No,99.81,Pass,High
73.1,4.06,89.71,4.59,Low,5.14,6.67,1,No,75.23,Pass,High
97.36,6.11,87.36,4.26,High,6.66,7.38,6,No,100.0,Pass,High
57.67,6.36,58.47,5.11,Low,6.02,6.09,3,No,75.79,Pass,High
79.31,2.11,94.83,7.25,Medium,7.68,7.65,3,No,74.99,Pass,Medium
75.29,5.27,97.17,7.87,Low,3.52,6.61,3,Yes,84.18,Pass,High
80.57,1.95,59.6,4.27,High,6.08,4.37,10,No,82.72,Pass,High
50.91,6.26,61.27,9.68,Low,1.79,4.96,10,No,99.55,Pass,High
93.61,5.6,70.34,9.05,Medium,4.72,8.2,8,Yes,100.0,Pass,High
96.61,7.7,96.47,5.78,Low,7.75,7.62,5,No,100.0,Pass,High
78.26,1.48,92.58,4.46,High,7.24,8.47,4,Yes,78.93,Pass,High
84.83,1.4,46.15,5.02,High,9.92,4.59,9,No,57.81,Pass,Medium
96.12,2.98,63.56,4.76,Medium,3.5,8.95,9,No,97.36,Pass,High
85.36,2.83,73.2,4.74,High,5.48,5.05,1,Yes,71.02,Pass,Medium
57.63,2.73,70.19,7.11,Low,3.97,4.06,2,No,59.29,Pass,Medium
78.81,7.34,51.63,5.48,Low,4.97,8.99,8,No,97.09,Pass,High
80.34,2.75,91.53,6.15,Low,8.71,5.41,5,Yes,60.67,Pass,Medium
71.21,2.9,80.62,9.94,High,7.16,7.34,7,Yes,92.18,Pass,High
86.82,6.32,90.27,8.11,Low,8.94,4.88,1,No,83.7,Pass,High
96.72,4.15,91.53,9.69,Low,2.83,6.9,10,Yes,100.0,Pass,High
96.28,6.44,84.9,4.86,Low,8.86,8.52,5,No,85.43,Pass,High
72.54,1.46,66.35,6.29,Medium,1.54,5.6,3,Yes,76.51,Pass,High
55.66,4.41,76.63,7.33,High,9.0,7.35,10,No,96.48,Pass,High
99.24,1.24,49.62,4.46,High,3.96,4.94,2,Yes,65.98,Pass,Medium
91.94,1.44,80.42,4.03,High,3.83,7.12,2,Yes,75.34,Pass,High
56.23,7.35,50.76,8.02,Medium,5.61,5.68,9,Yes,100.0,Pass,High
96.04,1.97,81.64,7.85,High,9.47,5.06,4,Yes,80.01,Pass,High
93.49,4.73,53.78,6.46,Medium,1.43,5.57,4,Yes,86.69,Pass,High
75.94,3.88,47.05,6.94,Medium,4.17,4.89,7,Yes,82.83,Pass,High
79.56,3.43,49.92,6.49,High,8.71,8.51,10,Yes,85.28,Pass,High
69.95,7.3,40.12,4.14,Low,4.56,5.99,10,Yes,87.89,Pass,High
52.74,1.15,83.12,6.01,Low,2.79,5.23,2,Yes,58.0,Pass,Medium
66.76,5.65,83.94,5.06,High,4.82,6.24,3,No,99.74,Pass,High
90.14,7.74,70.9,4.59,High,4.47,5.6,3,Yes,100.0,Pass,High
50.23,4.92,49.68,9.74,Medium,9.24,7.72,6,No,90.12,Pass,High
66.67,7.56,45.01,7.6,High,7.86,8.86,3,Yes,100.0,Pass,High
69.91,1.37,41.15,8.37,Medium,5.55,6.19,5,No,79.03,Pass,High
76.87,3.93,49.94,5.89,High,9.9,8.31,4,No,83.05,Pass,High
95.99,2.82,93.45,6.36,Low,5.19,6.83,3,Yes,75.58,Pass,High
67.32,6.12,54.49,5.42,Low,1.52,4.79,8,Yes,90.52,Pass,High
67.35,7.87,61.26,4.58,High,3.36,7.45,10,No,100.0,Pass,High
86.88,2.8,46.32,5.07,Medium,4.92,6.57,3,No,65.83,Pass,Medium
72.61,5.58,53.34,8.79,Low,2.41,7.25,6,Yes,88.68,Pass,High
61.23,2.39,71.15,8.07,Medium,9.53,8.45,7,Yes,75.75,Pass,High
72.62,4.96,76.47,7.28,High,7.9,6.2,7,Yes,100.0,Pass,High
57.04,4.25,54.72,6.85,High,3.41,8.51,2,No,92.12,Pass,High
58.82,7.8,43.46,9.53,Low,6.32,7.75,3,Yes,85.92,Pass,High
74.92,5.26,63.46,4.44,High,7.49,6.44,10,Yes,94.5,Pass,High
70.95,3.45,54.05,5.68,Low,9.47,7.02,10,Yes,74.9,Pass,Medium
95.74,1.8,53.17,6.1,Medium,8.93,5.63,4,Yes,67.56,Pass,Medium
68.12,2.06,97.59,8.69,Low,5.64,8.92,7,Yes,87.13,Pass,High
79.03,2.58,76.98,9.96,Low,7.97,7.34,2,No,71.82,Pass,Medium
81.61,2.76,73.41,5.44,Medium,6.06,4.22,3,No,77.86,Pass,High
50.65,6.95,64.95,9.25,Low,5.97,5.63,7,Yes,92.88,Pass,High
83.18,4.93,65.74,8.98,Low,2.03,7.12,7,Yes,100.0,Pass,High
58.9,4.66,72.45,5.35,High,2.14,4.28,10,No,95.55,Pass,High
98.05,1.8,81.79,6.4,Medium,5.77,4.12,3,Yes,75.0,Pass,High
57.43,7.02,82.13,6.46,Low,3.42,6.25,1,No,80.57,Pass,High
70.73,6.06,50.3,9.87,Medium,1.19,5.66,3,Yes,94.81,Pass,High
54.27,1.47,70.01,5.09,Medium,7.51,6.19,5,No,59.6,Pass,Medium
99.84,5.95,64.72,8.79,Low,1.29,5.31,7,No,100.0,Pass,High
75.11,4.8,92.23,6.01,High,6.36,4.82,4,Yes,100.0,Pass,High
79.77,1.57,77.89,8.39,Medium,5.85,7.45,1,No,72.13,Pass,Medium
53.35,4.21,71.95,6.52,Low,9.72,6.57,6,Yes,63.21,Pass,Medium
87.5,4.39,46.92,7.47,Medium,5.36,5.0,2,No,89.14,Pass,High
60.5,2.16,76.34,9.0,High,1.57,5.6,3,Yes,91.12,Pass,High
94.9,7.62,47.03,8.82,High,5.97,6.96,4,Yes,100.0,Pass,High
60.26,6.95,60.23,9.2,High,8.57,4.36,6,Yes,100.0,Pass,High
59.53,5.68,48.57,4.36,Low,9.97,4.74,6,No,71.05,Pass,Medium
51.83,4.24,81.52,8.15,Low,4.87,4.37,7,Yes,81.31,Pass,High
73.6,3.88,52.38,4.84,High,3.88,8.06,5,Yes,89.36,Pass,High
78.24,5.56,63.51,6.49,Low,9.16,7.76,7,Yes,82.28,Pass,High
53.29,4.82,93.74,7.29,High,2.72,7.77,2,No,99.83,Pass,High
88.78,1.44,52.26,6.42,Low,6.54,7.58,1,Yes,57.27,Pass,Medium
72.66,4.59,70.47,7.12,High,4.65,7.35,10,No,91.25,Pass,High
76.22,6.64,65.16,9.98,Medium,1.37,6.38,8,No,100.0,Pass,High
72.04,4.21,41.09,4.81,High,4.13,7.21,1,No,70.67,Pass,Medium
70.04,1.36,87.57,8.05,High,3.39,4.19,2,Yes,83.22,Pass,High
77.98,6.5,44.14,6.38,Low,7.17,7.11,10,Yes,86.84,Pass,High
57.76,2.41,68.46,4.8,Low,9.54,7.89,6,No,48.04,Pass,Low
59.1,2.81,73.64,4.95,Low,3.41,6.5,1,Yes,54.75,Pass,Medium
93.09,2.15,77.71,9.7,Low,8.3,5.79,10,Yes,83.99,Pass,High
97.31,3.31,81.32,9.28,Low,1.5,5.39,3,No,90.97,Pass,High
68.67,6.3,55.2,9.44,Low,5.84,7.21,7,No,88.07,Pass,High
63.54,4.64,40.6,9.95,Medium,1.63,7.46,8,Yes,92.46,Pass,High
82.2,2.43,83.41,5.25,High,9.41,8.35,4,No,80.28,Pass,High
70.44,7.14,72.14,6.13,High,7.9,5.71,3,Yes,100.0,Pass,High
51.27,7.16,90.17,8.02,High,6.92,7.85,1,No,95.51,Pass,High
57.81,7.09,89.28,6.9,Medium,8.42,6.81,9,Yes,100.0,Pass,High
85.8,2.67,90.6,6.51,High,6.83,8.41,10,Yes,90.63,Pass,High
82.95,4.16,69.11,6.15,Medium,9.72,6.64,6,No,83.6,Pass,High
51.35,7.89,60.02,7.56,Medium,7.43,6.59,6,Yes,100.0,Pass,High
61.1,6.4,87.49,7.45,Medium,9.32,6.89,9,Yes,100.0,Pass,High
61.55,1.19,67.08,4.97,High,5.65,7.75,1,No,70.3,Pass,Medium
83.59,1.46,51.01,6.83,Medium,2.05,8.82,6,Yes,85.84,Pass,High
50.99,4.25,91.3,7.32,High,5.75,4.37,5,Yes,97.54,Pass,High
55.21,7.36,92.95,7.42,High,2.14,4.27,6,Yes,100.0,Pass,High
90.0,4.77,67.98,5.26,Low,6.33,8.69,8,No,99.25,Pass,High
58.93,4.48,44.54,8.45,Low,5.34,6.65,5,No,71.71,Pass,Medium
82.64,1.74,63.27,4.15,Medium,6.6,7.07,2,No,62.99,Pass,Medium
61.91,5.6,88.21,6.13,Medium,1.09,6.41,2,No,93.77,Pass,High
54.97,6.75,94.11,8.68,High,2.75,4.47,10,No,100.0,Pass,High
62.16,3.66,52.21,7.38,Medium,5.42,7.84,5,Yes,68.39,Pass,Medium
86.11,6.43,44.02,5.57,Medium,9.55,7.74,3,Yes,89.73,Pass,High
92.78,7.75,92.64,8.17,High,4.45,5.56,10,Yes,100.0,Pass,High
91.51,2.43,63.36,7.4,Medium,4.82,5.53,3,No,76.05,Pass,High
69.86,4.66,72.51,8.78,Medium,7.43,8.19,8,Yes,100.0,Pass,High
83.4,3.01,98.08,8.41,High,6.43,4.36,7,No,98.59,Pass,High
60.25,6.55,43.99,7.66,High,3.69,8.41,1,Yes,100.0,Pass,High
64.66,5.04,78.9,6.93,Low,4.7,5.28,5,No,84.0,Pass,High
94.82,5.44,44.45,4.8,High,2.96,6.96,9,Yes,100.0,Pass,High
50.65,6.59,62.53,5.57,Low,9.69,8.68,4,Yes,76.51,Pass,High
54.28,3.77,88.23,6.51,Medium,2.18,7.39,1,No,78.18,Pass,High
60.39,7.41,66.01,7.6,High,4.35,6.07,8,Yes,100.0,Pass,High
51.33,4.73,99.83,7.08,High,1.23,7.45,5,Yes,100.0,Pass,High
59.07,2.11,73.54,5.73,High,3.0,5.72,2,No,77.77,Pass,High
79.15,5.87,59.27,4.04,Medium,8.02,5.39,1,Yes,73.77,Pass,Medium
71.07,6.55,53.21,6.98,Low,2.81,8.98,3,Yes,92.01,Pass,High
94.63,3.22,61.03,5.71,Medium,1.72,7.75,9,No,95.45,Pass,High
90.87,7.0,62.35,8.41,Medium,5.27,7.22,1,No,100.0,Pass,High
67.09,7.34,44.12,4.14,High,1.09,5.78,4,No,97.51,Pass,High
62.97,2.94,62.17,7.51,Low,1.76,4.25,8,No,83.55,Pass,High
68.98,7.88,67.85,9.65,Medium,8.27,4.16,8,No,100.0,Pass,High
79.51,1.98,83.36,5.05,High,7.94,6.77,10,Yes,87.16,Pass,High
63.4,2.41,79.4,6.83,Medium,9.24,7.81,8,No,73.88,Pass,Medium
81.21,2.29,82.53,4.55,Medium,8.69,6.69,10,No,84.93,Pass,High
70.47,7.26,40.5,7.75,High,7.15,8.2,8,Yes,100.0,Pass,High
77.6,5.58,53.06,7.3,High,1.47,4.17,4,Yes,94.98,Pass,High
71.81,2.06,79.7,6.44,Low,8.05,5.83,8,Yes,63.5,Pass,Medium
64.72,4.08,69.04,7.13,Medium,8.61,5.19,9,Yes,83.54,Pass,High
97.42,5.31,40.32,9.38,High,8.19,6.24,7,Yes,100.0,Pass,High
88.18,1.58,88.27,5.18,High,5.58,4.36,2,No,77.57,Pass,High
57.01,7.18,86.37,4.14,Low,3.1,8.77,9,Yes,100.0,Pass,High
93.42,6.63,72.91,9.17,Low,8.61,5.12,8,No,96.86,Pass,High
74.37,4.54,43.99,7.46,High,7.54,8.61,5,Yes,88.71,Pass,High
94.73,7.77,85.99,9.34,Low,9.83,6.13,3,No,100.0,Pass,High
89.99,3.92,75.02,7.58,High,2.4,8.93,7,Yes,100.0,Pass,High
71.26,7.89,86.92,8.86,Medium,3.03,6.77,2,No,100.0,Pass,High
51.12,5.68,85.1,6.58,Low,2.91,8.65,3,No,97.16,Pass,High
63.43,5.44,88.18,8.5,Medium,8.13,4.03,9,No,95.25,Pass,High
77.08,2.16,71.08,9.48,Medium,2.68,7.74,4,No,88.64,Pass,High
81.67,7.17,48.42,7.43,Medium,1.6,8.52,4,No,100.0,Pass,High
62.89,3.99,80.27,5.08,High,9.99,4.7,3,No,72.84,Pass,Medium
56.97,2.14,77.23,5.61,Medium,1.22,4.48,5,No,75.75,Pass,High
91.75,1.09,84.54,5.19,Medium,8.52,6.12,3,No,64.47,Pass,Medium
99.22,4.92,50.19,5.48,Medium,4.29,8.67,9,No,100.0,Pass,High
76.28,4.69,51.7,5.84,High,8.57,6.71,3,No,88.05,Pass,High
58.58,6.04,93.42,7.33,Medium,5.99,6.64,2,Yes,89.71,Pass,High
63.62,7.23,85.0,7.53,Medium,9.11,4.71,5,No,96.94,Pass,High
50.92,1.56,94.49,6.56,Low,9.34,4.0,6,No,45.12,Pass,Low
95.71,6.12,85.52,7.69,High,1.08,8.05,1,Yes,100.0,Pass,High
55.89,2.31,75.83,4.49,Medium,1.68,4.44,6,No,70.35,Pass,Medium
78.83,7.01,79.25,4.53,Low,3.25,7.17,10,No,100.0,Pass,High
63.7,6.73,93.35,5.03,High,7.02,8.57,3,Yes,99.97,Pass,High
77.71,4.79,74.73,7.11,High,8.99,5.04,4,Yes,89.3,Pass,High
82.57,5.97,77.94,5.28,High,5.14,7.33,6,No,100.0,Pass,High
91.49,3.2,49.39,5.7,High,6.46,4.39,8,Yes,86.98,Pass,High
60.32,4.3,68.44,6.4,High,2.7,7.02,9,No,90.47,Pass,High
50.55,6.75,82.98,8.87,High,8.24,4.82,6,No,100.0,Pass,High
56.84,4.21,56.26,4.08,Medium,9.71,7.68,7,No,67.48,Pass,Medium
95.0,3.5,52.14,7.9,Medium,3.42,5.51,5,Yes,93.97,Pass,High
93.69,4.46,58.83,8.01,Medium,5.45,6.32,9,No,93.54,Pass,High
79.87,6.8,54.49,8.79,Medium,1.78,7.0,4,No,100.0,Pass,High
80.03,3.35,52.89,9.6,Low,6.03,4.86,10,Yes,83.69,Pass,High
83.25,2.22,65.49,4.12,Medium,5.53,7.71,6,No,66.37,Pass,Medium
58.77,5.98,94.47,4.92,High,2.3,5.51,5,No,97.29,Pass,High
95.72,6.78,70.42,9.32,Medium,4.98,7.31,1,No,100.0,Pass,High
70.94,1.7,51.28,6.75,Medium,4.01,4.79,5,No,72.65,Pass,Medium
69.16,2.68,44.62,7.39,High,5.7,7.44,5,No,74.0,Pass,Medium
75.95,1.99,81.77,7.98,Medium,6.27,4.64,9,No,90.14,Pass,High
52.35,3.44,62.97,8.07,Medium,1.08,6.13,1,Yes,77.96,Pass,High
58.31,4.15,89.31,9.59,Medium,7.85,5.24,5,No,90.39,Pass,High
86.9,6.24,79.57,9.98,Low,7.42,7.74,7,No,97.74,Pass,High
54.14,5.56,87.77,8.32,Medium,4.3,5.31,6,Yes,93.76,Pass,High
80.16,5.35,56.32,5.72,High,1.48,8.41,6,No,100.0,Pass,High
62.27,3.47,81.54,9.28,High,7.79,8.46,7,No,93.7,Pass,High
69.46,6.89,55.84,4.3,Medium,9.6,4.98,6,Yes,69.05,Pass,Medium
64.43,4.3,96.34,5.39,Medium,3.16,7.07,5,Yes,90.05,Pass,High
67.78,7.85,78.18,9.38,Medium,3.91,4.44,10,Yes,100.0,Pass,High
85.95,5.44,59.47,5.54,High,2.65,5.96,5,Yes,94.75,Pass,High
64.86,1.88,56.17,5.32,High,6.19,7.57,9,Yes,72.06,Pass,Medium
78.32,5.73,51.46,4.83,Low,2.39,7.3,8,Yes,97.21,Pass,High
73.8,3.28,81.68,9.15,Low,4.21,7.12,10,Yes,100.0,Pass,High
83.18,5.8,53.12,7.0,Low,7.27,5.41,4,No,83.36,Pass,High
96.84,1.49,75.72,8.05,High,6.04,5.89,4,No,83.51,Pass,High
86.63,2.22,55.88,5.43,Low,4.48,4.51,10,No,74.02,Pass,Medium
60.75,6.99,79.72,8.55,Medium,4.78,7.6,5,Yes,100.0,Pass,High
51.56,2.59,88.9,8.56,Medium,6.06,6.52,3,No,66.01,Pass,Medium
63.11,6.86,86.68,5.88,High,1.05,7.54,8,Yes,100.0,Pass,High
79.75,2.95,85.65,6.46,Low,1.71,5.24,7,No,89.6,Pass,High
52.57,5.5,51.26,5.26,Medium,8.93,5.62,5,No,80.01,Pass,High
74.82,5.86,45.3,9.86,High,1.7,5.67,10,No,100.0,Pass,High
79.84,4.59,81.94,7.87,Low,7.36,4.13,3,No,73.46,Pass,Medium
